gbifID	basisOfRecord	occurrenceStatus	decimalLatitude	decimalLongitude
657507568	PRESERVED_SPECIMEN	PRESENT		
657507567	PRESERVED_SPECIMEN	PRESENT		
657507566	PRESERVED_SPECIMEN	PRESENT		
657507565	PRESERVED_SPECIMEN	PRESENT		
657507564	PRESERVED_SPECIMEN	PRESENT		
657507563	PRESERVED_SPECIMEN	PRESENT		
657507562	PRESERVED_SPECIMEN	PRESENT		
657507561	PRESERVED_SPECIMEN	PRESENT		
657507560	PRESERVED_SPECIMEN	PRESENT		
657507559	PRESERVED_SPECIMEN	PRESENT		
657507558	PRESERVED_SPECIMEN	PRESENT		
657507557	PRESERVED_SPECIMEN	PRESENT		
657507556	PRESERVED_SPECIMEN	PRESENT		
657507555	PRESERVED_SPECIMEN	PRESENT		
657507554	PRESERVED_SPECIMEN	PRESENT		
657507553	PRESERVED_SPECIMEN	PRESENT		
657497243	PRESERVED_SPECIMEN	PRESENT	10.4292554	-85.0914535
657497242	PRESERVED_SPECIMEN	PRESENT	10.4292554	-85.0914535
657497221	PRESERVED_SPECIMEN	PRESENT	10.7740645	-85.5453207
657497220	PRESERVED_SPECIMEN	PRESENT	10.49543	-84.9376
657497219	PRESERVED_SPECIMEN	PRESENT	10.4167	-84.3333
657497218	PRESERVED_SPECIMEN	PRESENT	10.3300806	-84.8150845
657497217	PRESERVED_SPECIMEN	PRESENT	10.49543	-84.9376
657497216	PRESERVED_SPECIMEN	PRESENT	10.4667	-84.9667
657497215	PRESERVED_SPECIMEN	PRESENT	10.4808807	-84.9019534
657489223	PRESERVED_SPECIMEN	PRESENT	9.9819174	-84.7480567
657477906	PRESERVED_SPECIMEN	PRESENT	21.5904979	-105.2102545
657477905	PRESERVED_SPECIMEN	PRESENT	21.5904979	-105.2102545
657470724	PRESERVED_SPECIMEN	PRESENT	17.1607225	-100.4301263
657470723	PRESERVED_SPECIMEN	PRESENT	17.1607225	-100.4301263
657470722	PRESERVED_SPECIMEN	PRESENT	17.1607225	-100.4301263
657470721	PRESERVED_SPECIMEN	PRESENT	17.1607225	-100.4301263
657464709	PRESERVED_SPECIMEN	PRESENT	23.2204214	-106.4002897
657464708	PRESERVED_SPECIMEN	PRESENT	23.4604115	-106.3102887
657464707	PRESERVED_SPECIMEN	PRESENT	23.2804188	-106.4102902
657433762	PRESERVED_SPECIMEN	PRESENT	23.1904234	-106.2202853
657407341	PRESERVED_SPECIMEN	PRESENT	25.4703212	-107.8703354
657379740	PRESERVED_SPECIMEN	PRESENT	19.1106175	-103.8302124
657368562	PRESERVED_SPECIMEN	PRESENT	22.7304449	-105.8502745
657349380	PRESERVED_SPECIMEN	PRESENT	22.533787	-105.7336039
657349379	PRESERVED_SPECIMEN	PRESENT	22.533787	-105.7336039
657349378	PRESERVED_SPECIMEN	PRESENT	22.533787	-105.7336039
657349377	PRESERVED_SPECIMEN	PRESENT	22.533787	-105.7336039
657349376	PRESERVED_SPECIMEN	PRESENT	22.533787	-105.7336039
657348913	PRESERVED_SPECIMEN	PRESENT	24.5403622	-107.1903146
657348912	PRESERVED_SPECIMEN	PRESENT	26.6502752	-107.7403389
657348911	PRESERVED_SPECIMEN	PRESENT	23.1837567	-106.2169522
657348910	PRESERVED_SPECIMEN	PRESENT	23.1837567	-106.2169522
657348907	PRESERVED_SPECIMEN	PRESENT	25.9603038	-107.3703264
657344494	PRESERVED_SPECIMEN	PRESENT	16.8607388	-99.8901128
56720005	PRESERVED_SPECIMEN	PRESENT		
56719994	PRESERVED_SPECIMEN	PRESENT		
56719991	PRESERVED_SPECIMEN	PRESENT		
56719986	PRESERVED_SPECIMEN	PRESENT		
56719485	PRESERVED_SPECIMEN	PRESENT		
56719484	PRESERVED_SPECIMEN	PRESENT		
56719478	PRESERVED_SPECIMEN	PRESENT		
56719477	PRESERVED_SPECIMEN	PRESENT		
56717731	PRESERVED_SPECIMEN	PRESENT		
56717727	PRESERVED_SPECIMEN	PRESENT		
56716584	PRESERVED_SPECIMEN	PRESENT		
56716582	PRESERVED_SPECIMEN	PRESENT		
56716579	PRESERVED_SPECIMEN	PRESENT		
56716578	PRESERVED_SPECIMEN	PRESENT		
56716576	PRESERVED_SPECIMEN	PRESENT		
56716569	PRESERVED_SPECIMEN	PRESENT		
56716564	PRESERVED_SPECIMEN	PRESENT		
56716561	PRESERVED_SPECIMEN	PRESENT		
56716560	PRESERVED_SPECIMEN	PRESENT		
56716558	PRESERVED_SPECIMEN	PRESENT		
56716553	PRESERVED_SPECIMEN	PRESENT		
56716551	PRESERVED_SPECIMEN	PRESENT		
56716549	PRESERVED_SPECIMEN	PRESENT		
56716547	PRESERVED_SPECIMEN	PRESENT		
56716546	PRESERVED_SPECIMEN	PRESENT		
56716544	PRESERVED_SPECIMEN	PRESENT		
56716540	PRESERVED_SPECIMEN	PRESENT		
56716487	PRESERVED_SPECIMEN	PRESENT		
56716483	PRESERVED_SPECIMEN	PRESENT		
56716415	PRESERVED_SPECIMEN	PRESENT		
56716396	PRESERVED_SPECIMEN	PRESENT		
56715831	PRESERVED_SPECIMEN	PRESENT		
56715827	PRESERVED_SPECIMEN	PRESENT		
56715824	PRESERVED_SPECIMEN	PRESENT		
56715821	PRESERVED_SPECIMEN	PRESENT		
56715816	PRESERVED_SPECIMEN	PRESENT		
56715813	PRESERVED_SPECIMEN	PRESENT		
56715809	PRESERVED_SPECIMEN	PRESENT		
56715806	PRESERVED_SPECIMEN	PRESENT		
56715776	PRESERVED_SPECIMEN	PRESENT		
56715772	PRESERVED_SPECIMEN	PRESENT		
56715712	PRESERVED_SPECIMEN	PRESENT		
56715701	PRESERVED_SPECIMEN	PRESENT		
56715695	PRESERVED_SPECIMEN	PRESENT		
56715688	PRESERVED_SPECIMEN	PRESENT		
56715681	PRESERVED_SPECIMEN	PRESENT		
56715675	PRESERVED_SPECIMEN	PRESENT		
56715668	PRESERVED_SPECIMEN	PRESENT		
56715632	PRESERVED_SPECIMEN	PRESENT		
56715627	PRESERVED_SPECIMEN	PRESENT		
56715624	PRESERVED_SPECIMEN	PRESENT		
56715620	PRESERVED_SPECIMEN	PRESENT		
56715616	PRESERVED_SPECIMEN	PRESENT		
56715612	PRESERVED_SPECIMEN	PRESENT		
56715607	PRESERVED_SPECIMEN	PRESENT		
56715605	PRESERVED_SPECIMEN	PRESENT		
56715601	PRESERVED_SPECIMEN	PRESENT		
56715598	PRESERVED_SPECIMEN	PRESENT		
56715595	PRESERVED_SPECIMEN	PRESENT		
56715591	PRESERVED_SPECIMEN	PRESENT		
56715588	PRESERVED_SPECIMEN	PRESENT		
56715585	PRESERVED_SPECIMEN	PRESENT		
56715582	PRESERVED_SPECIMEN	PRESENT		
56715579	PRESERVED_SPECIMEN	PRESENT		
56715575	PRESERVED_SPECIMEN	PRESENT		
56715573	PRESERVED_SPECIMEN	PRESENT		
56715567	PRESERVED_SPECIMEN	PRESENT		
56715564	PRESERVED_SPECIMEN	PRESENT		
56715561	PRESERVED_SPECIMEN	PRESENT		
56715557	PRESERVED_SPECIMEN	PRESENT		
56715554	PRESERVED_SPECIMEN	PRESENT		
56715550	PRESERVED_SPECIMEN	PRESENT		
56715547	PRESERVED_SPECIMEN	PRESENT		
56715544	PRESERVED_SPECIMEN	PRESENT		
56715540	PRESERVED_SPECIMEN	PRESENT		
56715535	PRESERVED_SPECIMEN	PRESENT		
56715531	PRESERVED_SPECIMEN	PRESENT		
56715526	PRESERVED_SPECIMEN	PRESENT		
56715517	PRESERVED_SPECIMEN	PRESENT		
56715512	PRESERVED_SPECIMEN	PRESENT		
56715509	PRESERVED_SPECIMEN	PRESENT		
56715426	PRESERVED_SPECIMEN	PRESENT		
56715423	PRESERVED_SPECIMEN	PRESENT		
56715420	PRESERVED_SPECIMEN	PRESENT		
56715416	PRESERVED_SPECIMEN	PRESENT		
56715235	PRESERVED_SPECIMEN	PRESENT		
56715229	PRESERVED_SPECIMEN	PRESENT		
56715213	PRESERVED_SPECIMEN	PRESENT		
56715211	PRESERVED_SPECIMEN	PRESENT		
56715195	PRESERVED_SPECIMEN	PRESENT		
56715192	PRESERVED_SPECIMEN	PRESENT		
56715190	PRESERVED_SPECIMEN	PRESENT		
56715187	PRESERVED_SPECIMEN	PRESENT		
56715184	PRESERVED_SPECIMEN	PRESENT		
56715176	PRESERVED_SPECIMEN	PRESENT		
56715172	PRESERVED_SPECIMEN	PRESENT		
56715170	PRESERVED_SPECIMEN	PRESENT		
56715166	PRESERVED_SPECIMEN	PRESENT		
56715164	PRESERVED_SPECIMEN	PRESENT		
56715160	PRESERVED_SPECIMEN	PRESENT		
56715159	PRESERVED_SPECIMEN	PRESENT		
56715158	PRESERVED_SPECIMEN	PRESENT		
56715156	PRESERVED_SPECIMEN	PRESENT		
56715152	PRESERVED_SPECIMEN	PRESENT		
56715150	PRESERVED_SPECIMEN	PRESENT		
56715147	PRESERVED_SPECIMEN	PRESENT		
56715143	PRESERVED_SPECIMEN	PRESENT		
56715141	PRESERVED_SPECIMEN	PRESENT		
56715139	PRESERVED_SPECIMEN	PRESENT		
56715121	PRESERVED_SPECIMEN	PRESENT		
56715118	PRESERVED_SPECIMEN	PRESENT		
56715103	PRESERVED_SPECIMEN	PRESENT		
56715005	PRESERVED_SPECIMEN	PRESENT		
56715001	PRESERVED_SPECIMEN	PRESENT		
56714996	PRESERVED_SPECIMEN	PRESENT		
56714992	PRESERVED_SPECIMEN	PRESENT		
56714986	PRESERVED_SPECIMEN	PRESENT		
56714981	PRESERVED_SPECIMEN	PRESENT		
56714975	PRESERVED_SPECIMEN	PRESENT		
56714970	PRESERVED_SPECIMEN	PRESENT		
56714965	PRESERVED_SPECIMEN	PRESENT		
56714960	PRESERVED_SPECIMEN	PRESENT		
56714955	PRESERVED_SPECIMEN	PRESENT		
56714950	PRESERVED_SPECIMEN	PRESENT		
56714946	PRESERVED_SPECIMEN	PRESENT		
56714941	PRESERVED_SPECIMEN	PRESENT		
56714931	PRESERVED_SPECIMEN	PRESENT		
56714928	PRESERVED_SPECIMEN	PRESENT		
56714922	PRESERVED_SPECIMEN	PRESENT		
56714918	PRESERVED_SPECIMEN	PRESENT		
56714913	PRESERVED_SPECIMEN	PRESENT		
56714907	PRESERVED_SPECIMEN	PRESENT		
56714901	PRESERVED_SPECIMEN	PRESENT		
56714897	PRESERVED_SPECIMEN	PRESENT		
56714892	PRESERVED_SPECIMEN	PRESENT		
56714888	PRESERVED_SPECIMEN	PRESENT		
56714882	PRESERVED_SPECIMEN	PRESENT		
56714877	PRESERVED_SPECIMEN	PRESENT		
56714873	PRESERVED_SPECIMEN	PRESENT		
56714868	PRESERVED_SPECIMEN	PRESENT		
56714862	PRESERVED_SPECIMEN	PRESENT		
56714858	PRESERVED_SPECIMEN	PRESENT		
56714853	PRESERVED_SPECIMEN	PRESENT		
56714849	PRESERVED_SPECIMEN	PRESENT		
56714846	PRESERVED_SPECIMEN	PRESENT		
56714840	PRESERVED_SPECIMEN	PRESENT		
56714836	PRESERVED_SPECIMEN	PRESENT		
56714831	PRESERVED_SPECIMEN	PRESENT		
56714825	PRESERVED_SPECIMEN	PRESENT		
56714822	PRESERVED_SPECIMEN	PRESENT		
56714819	PRESERVED_SPECIMEN	PRESENT		
56714815	PRESERVED_SPECIMEN	PRESENT		
56714811	PRESERVED_SPECIMEN	PRESENT		
56714807	PRESERVED_SPECIMEN	PRESENT		
56714804	PRESERVED_SPECIMEN	PRESENT		
56714796	PRESERVED_SPECIMEN	PRESENT		
56714790	PRESERVED_SPECIMEN	PRESENT		
56714784	PRESERVED_SPECIMEN	PRESENT		
56714779	PRESERVED_SPECIMEN	PRESENT		
56714775	PRESERVED_SPECIMEN	PRESENT		
56714770	PRESERVED_SPECIMEN	PRESENT		
56714765	PRESERVED_SPECIMEN	PRESENT		
56714760	PRESERVED_SPECIMEN	PRESENT		
56714752	PRESERVED_SPECIMEN	PRESENT		
56714748	PRESERVED_SPECIMEN	PRESENT		
56714743	PRESERVED_SPECIMEN	PRESENT		
56714739	PRESERVED_SPECIMEN	PRESENT		
56714727	PRESERVED_SPECIMEN	PRESENT		
56714721	PRESERVED_SPECIMEN	PRESENT		
56714718	PRESERVED_SPECIMEN	PRESENT		
56714715	PRESERVED_SPECIMEN	PRESENT		
56714709	PRESERVED_SPECIMEN	PRESENT		
56714704	PRESERVED_SPECIMEN	PRESENT		
56714699	PRESERVED_SPECIMEN	PRESENT		
56714694	PRESERVED_SPECIMEN	PRESENT		
56714690	PRESERVED_SPECIMEN	PRESENT		
56714684	PRESERVED_SPECIMEN	PRESENT		
56714664	PRESERVED_SPECIMEN	PRESENT		
56714662	PRESERVED_SPECIMEN	PRESENT		
56714659	PRESERVED_SPECIMEN	PRESENT		
56714656	PRESERVED_SPECIMEN	PRESENT		
56714649	PRESERVED_SPECIMEN	PRESENT		
56714645	PRESERVED_SPECIMEN	PRESENT		
56714641	PRESERVED_SPECIMEN	PRESENT		
56714636	PRESERVED_SPECIMEN	PRESENT		
56714631	PRESERVED_SPECIMEN	PRESENT		
56714626	PRESERVED_SPECIMEN	PRESENT		
56714597	PRESERVED_SPECIMEN	PRESENT		
56714579	PRESERVED_SPECIMEN	PRESENT		
56714523	PRESERVED_SPECIMEN	PRESENT		
56714460	PRESERVED_SPECIMEN	PRESENT		
56714422	PRESERVED_SPECIMEN	PRESENT		
56714414	PRESERVED_SPECIMEN	PRESENT		
56714406	PRESERVED_SPECIMEN	PRESENT		
56714386	PRESERVED_SPECIMEN	PRESENT		
56714385	PRESERVED_SPECIMEN	PRESENT		
56714384	PRESERVED_SPECIMEN	PRESENT		
543700121	PRESERVED_SPECIMEN	PRESENT	21.4705045	-104.8902466
543700120	PRESERVED_SPECIMEN	PRESENT	21.4705045	-104.8902466
543700119	PRESERVED_SPECIMEN	PRESENT	21.4705045	-104.8902466
543700118	PRESERVED_SPECIMEN	PRESENT	21.4705045	-104.8902466
543691869	PRESERVED_SPECIMEN	PRESENT	23.2904198	-106.0502818
543691383	PRESERVED_SPECIMEN	PRESENT	22.4604586	-105.3702621
543691231	PRESERVED_SPECIMEN	PRESENT	25.5503155	-108.4203487
543691230	PRESERVED_SPECIMEN	PRESENT	25.5503155	-108.4203487
543691229	PRESERVED_SPECIMEN	PRESENT	25.5503155	-108.4203487
543691228	PRESERVED_SPECIMEN	PRESENT	25.5503155	-108.4203487
543691227	PRESERVED_SPECIMEN	PRESENT	25.5503155	-108.4203487
543691226	PRESERVED_SPECIMEN	PRESENT	25.5503155	-108.4203487
543691225	PRESERVED_SPECIMEN	PRESENT	25.5503155	-108.4203487
543689245	PRESERVED_SPECIMEN	PRESENT	21.5505006	-104.9602485
543689184	PRESERVED_SPECIMEN	PRESENT	18.9906288	-102.1601731
543689183	PRESERVED_SPECIMEN	PRESENT	18.9906288	-102.1601731
543689155	PRESERVED_SPECIMEN	PRESENT	19.247753	-103.412564
543689126	PRESERVED_SPECIMEN	PRESENT	19.237194	-104.555056
543689125	PRESERVED_SPECIMEN	PRESENT	19.237194	-104.555056
543689124	PRESERVED_SPECIMEN	PRESENT	19.237194	-104.555056
543689123	PRESERVED_SPECIMEN	PRESENT	19.237194	-104.555056
543689076	PRESERVED_SPECIMEN	PRESENT	19.156167	-104.477528
543689075	PRESERVED_SPECIMEN	PRESENT	19.156167	-104.477528
543689074	PRESERVED_SPECIMEN	PRESENT	19.156167	-104.477528
543689073	PRESERVED_SPECIMEN	PRESENT	19.156167	-104.477528
543689072	PRESERVED_SPECIMEN	PRESENT	19.156167	-104.477528
543689071	PRESERVED_SPECIMEN	PRESENT	19.156167	-104.477528
543689036	PRESERVED_SPECIMEN	PRESENT	19.471	-103.307139
543689035	PRESERVED_SPECIMEN	PRESENT	19.471	-103.307139
543689028	PRESERVED_SPECIMEN	PRESENT	21.480504	-104.9002468
543689027	PRESERVED_SPECIMEN	PRESENT	21.480504	-104.9002468
543689026	PRESERVED_SPECIMEN	PRESENT	21.480504	-104.9002468
543687514	PRESERVED_SPECIMEN	PRESENT	21.1705171	-105.1502513
543687512	PRESERVED_SPECIMEN	PRESENT	22.4604586	-105.3702621
543686084	PRESERVED_SPECIMEN	PRESENT	24.75775	-106.930808
543686083	PRESERVED_SPECIMEN	PRESENT	24.75775	-106.930808
543686082	PRESERVED_SPECIMEN	PRESENT	24.75775	-106.930808
543685909	PRESERVED_SPECIMEN	PRESENT	21.3705089	-104.9102466
543663735	PRESERVED_SPECIMEN	PRESENT	19.2406131	-103.320201
543480435	PRESERVED_SPECIMEN	PRESENT	21.7304911	-105.3302579
543444943	PRESERVED_SPECIMEN	PRESENT	21.2705135	-104.9002459
543444942	PRESERVED_SPECIMEN	PRESENT	21.2705135	-104.9002459
4875237342	HUMAN_OBSERVATION	PRESENT	9.728472	-84.518634
4855404992	HUMAN_OBSERVATION	PRESENT	9.937146	-84.376547
4855347476	HUMAN_OBSERVATION	PRESENT	16.754217	-92.633117
4855023034	HUMAN_OBSERVATION	PRESENT	20.28197	-105.349363
4854978033	HUMAN_OBSERVATION	PRESENT	20.287154	-105.389891
4846799939	HUMAN_OBSERVATION	PRESENT	9.653162	-84.510421
466194671	PRESERVED_SPECIMEN	PRESENT		
466194633	PRESERVED_SPECIMEN	PRESENT		
466194631	PRESERVED_SPECIMEN	PRESENT		
466194629	PRESERVED_SPECIMEN	PRESENT		
466194627	PRESERVED_SPECIMEN	PRESENT		
466194625	PRESERVED_SPECIMEN	PRESENT		
466194623	PRESERVED_SPECIMEN	PRESENT		
466194621	PRESERVED_SPECIMEN	PRESENT		
466194619	PRESERVED_SPECIMEN	PRESENT		
466194618	PRESERVED_SPECIMEN	PRESENT		
466194616	PRESERVED_SPECIMEN	PRESENT		
466194614	PRESERVED_SPECIMEN	PRESENT		
466194612	PRESERVED_SPECIMEN	PRESENT		
466194610	PRESERVED_SPECIMEN	PRESENT		
466194608	PRESERVED_SPECIMEN	PRESENT		
466194606	PRESERVED_SPECIMEN	PRESENT		
466194603	PRESERVED_SPECIMEN	PRESENT		
466194602	PRESERVED_SPECIMEN	PRESENT		
466194599	PRESERVED_SPECIMEN	PRESENT		
466194597	PRESERVED_SPECIMEN	PRESENT		
466194595	PRESERVED_SPECIMEN	PRESENT		
466194594	PRESERVED_SPECIMEN	PRESENT		
466194591	PRESERVED_SPECIMEN	PRESENT		
466194589	PRESERVED_SPECIMEN	PRESENT		
466194586	PRESERVED_SPECIMEN	PRESENT		
466194584	PRESERVED_SPECIMEN	PRESENT		
466194582	PRESERVED_SPECIMEN	PRESENT		
466194581	PRESERVED_SPECIMEN	PRESENT		
466194579	PRESERVED_SPECIMEN	PRESENT		
466194577	PRESERVED_SPECIMEN	PRESENT		
466194575	PRESERVED_SPECIMEN	PRESENT		
466194573	PRESERVED_SPECIMEN	PRESENT		
466194572	PRESERVED_SPECIMEN	PRESENT		
466194569	PRESERVED_SPECIMEN	PRESENT		
466194567	PRESERVED_SPECIMEN	PRESENT		
466194566	PRESERVED_SPECIMEN	PRESENT		
466194563	PRESERVED_SPECIMEN	PRESENT		
466194561	PRESERVED_SPECIMEN	PRESENT		
466194559	PRESERVED_SPECIMEN	PRESENT		
466194558	PRESERVED_SPECIMEN	PRESENT		
466192686	PRESERVED_SPECIMEN	PRESENT		
466192676	PRESERVED_SPECIMEN	PRESENT		
466192674	PRESERVED_SPECIMEN	PRESENT		
4607499841	HUMAN_OBSERVATION	PRESENT	9.728472	-84.518634
4607440061	HUMAN_OBSERVATION	PRESENT	20.251449	-105.283135
4607423818	HUMAN_OBSERVATION	PRESENT	9.728472	-84.518634
4606970271	HUMAN_OBSERVATION	PRESENT	20.348261	-105.217262
4606740466	HUMAN_OBSERVATION	PRESENT	20.223886	-105.223143
4606713460	HUMAN_OBSERVATION	PRESENT	20.291395	-105.376788
4606667425	HUMAN_OBSERVATION	PRESENT	10.538705	-85.630477
4606640605	HUMAN_OBSERVATION	PRESENT	14.388022	-89.557372
4600131980	HUMAN_OBSERVATION	PRESENT	20.396677	-105.308987
4599722394	HUMAN_OBSERVATION	PRESENT	10.281189	-84.8013
4597414016	HUMAN_OBSERVATION	PRESENT	20.338299	-105.34643
4596813804	HUMAN_OBSERVATION	PRESENT	24.260555	-107.071111
4535976890	HUMAN_OBSERVATION	PRESENT	21.52942	-105.229951
4535951820	HUMAN_OBSERVATION	PRESENT	9.980911	-84.078544
4527957887	HUMAN_OBSERVATION	PRESENT	10.679722	-85.604264
4527944179	HUMAN_OBSERVATION	PRESENT	10.251638	-85.846283
4525027358	HUMAN_OBSERVATION	PRESENT	10.489857	-85.301323
4525026804	HUMAN_OBSERVATION	PRESENT	10.83675	-85.618664
4524985828	HUMAN_OBSERVATION	PRESENT	10.897305	-85.60015
4524956421	HUMAN_OBSERVATION	PRESENT	11.005029	-85.633965
4524934142	HUMAN_OBSERVATION	PRESENT	10.904057	-85.600159
4524920118	HUMAN_OBSERVATION	PRESENT	10.83958	-85.617569
4516655899	HUMAN_OBSERVATION	PRESENT	24.467601	-106.610412
4516409623	HUMAN_OBSERVATION	PRESENT	10.717937	-85.012244
4516241406	HUMAN_OBSERVATION	PRESENT	24.478669	-106.685029
4506343478	HUMAN_OBSERVATION	PRESENT	19.747541	-103.76738
4500568212	HUMAN_OBSERVATION	PRESENT	10.823134	-85.634763
4500538257	HUMAN_OBSERVATION	PRESENT	10.855105	-85.611429
4465729454	HUMAN_OBSERVATION	PRESENT	23.297016	-106.443024
4453905319	HUMAN_OBSERVATION	PRESENT	14.008369	-87.000489
4438823256	HUMAN_OBSERVATION	PRESENT	20.542092	-105.287669
4436368709	HUMAN_OBSERVATION	PRESENT	22.728212	-105.848662
4436329256	HUMAN_OBSERVATION	PRESENT	22.784303	-105.917022
4431017723	HUMAN_OBSERVATION	PRESENT	19.489693	-105.002041
4430945141	HUMAN_OBSERVATION	PRESENT	19.323927	-104.758047
4430943105	HUMAN_OBSERVATION	PRESENT	15.432966	-92.89784
4430729176	HUMAN_OBSERVATION	PRESENT	22.784385	-105.915634
4424654347	HUMAN_OBSERVATION	PRESENT	22.759746	-105.871898
4424519212	HUMAN_OBSERVATION	PRESENT	9.910502	-84.262723
4424267924	HUMAN_OBSERVATION	PRESENT	22.74794	-105.896633
4417267991	PRESERVED_SPECIMEN	PRESENT		
4416906117	HUMAN_OBSERVATION	PRESENT	10.839256	-85.618329
4413891443	HUMAN_OBSERVATION	PRESENT	21.33857	-104.76395
4413735262	HUMAN_OBSERVATION	PRESENT	19.9596	-105.323053
4413534699	HUMAN_OBSERVATION	PRESENT	28.964206	-111.048806
4405138469	HUMAN_OBSERVATION	PRESENT	19.50134	-105.040863
4405108442	HUMAN_OBSERVATION	PRESENT	10.836083	-85.622925
440041430	PRESERVED_SPECIMEN	PRESENT		
4400096951	HUMAN_OBSERVATION	PRESENT	24.406176	-106.646605
4399899982	HUMAN_OBSERVATION	PRESENT	25.600871	-108.866244
4172022509	HUMAN_OBSERVATION	PRESENT	11.866953	-86.507929
4171959300	HUMAN_OBSERVATION	PRESENT	28.964037	-111.048622
4171482191	HUMAN_OBSERVATION	PRESENT	12.966304	-86.813654
4171479394	HUMAN_OBSERVATION	PRESENT	19.596557	-103.915489
4171478623	HUMAN_OBSERVATION	PRESENT	12.966249	-86.813639
4171435651	HUMAN_OBSERVATION	PRESENT	12.254291	-85.073179
4170392152	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170391759	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170391749	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170391689	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170391603	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170391556	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170391512	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170391478	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170391446	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170391406	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170391230	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170391102	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170391074	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170391004	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170390423	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170390420	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170390335	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170390223	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170390016	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170389967	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170389539	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170389270	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170388983	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170388981	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170388750	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170388705	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170388420	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170388370	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170387988	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170387870	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170387772	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170387757	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170387362	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170387117	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170386754	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170386622	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170386529	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170386435	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170386178	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170385978	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170385914	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170385592	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170385507	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170385425	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170385370	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170385171	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170385170	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170385080	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170385048	PRESERVED_SPECIMEN	PRESENT	27.026139	-107.762361
4170385007	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170384106	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170384053	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170383951	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170383907	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170383845	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170383795	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170383786	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170383701	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170383586	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170383340	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170382717	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170382702	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
