gbifID	basisOfRecord	occurrenceStatus	decimalLatitude	decimalLongitude
4170382407	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170382282	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170382017	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170381343	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170381309	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170381159	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170381051	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170380880	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170380728	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170380481	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170380353	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170380141	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170380063	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170380047	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170379747	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170379586	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170379565	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170379224	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170379045	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170379044	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170378870	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170378869	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170378686	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170378544	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170378508	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170377996	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170377394	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170377346	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170377339	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170377083	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170376684	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170376461	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170376349	HUMAN_OBSERVATION	PRESENT	27.417111	-108.546889
4170376205	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170375856	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170375128	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170375061	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170374937	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170374812	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170374810	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170374755	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170374597	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170374532	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170374514	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170374510	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170374425	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170374262	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170374037	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170373987	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170373979	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170373964	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170373499	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170373344	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170373319	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170373278	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170373265	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170372778	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170372693	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170372608	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170372344	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170372133	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170371928	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170371811	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170371351	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170371295	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170370871	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170370690	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170370109	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170369819	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170369628	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170369482	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170369348	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170369177	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170369117	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170368880	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170368749	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170368718	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170368334	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170368023	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170367712	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170367443	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170367273	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170367217	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170366949	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170366690	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170366607	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170366138	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170365798	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170365737	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170365623	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170365359	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170365354	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170365139	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170365126	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170364933	HUMAN_OBSERVATION	PRESENT	27.417111	-108.546889
4170364515	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170364281	PRESERVED_SPECIMEN	PRESENT	27.191439	-108.643936
4170363986	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170363876	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170363720	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170363714	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170363587	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170363448	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170363348	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170362920	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170362715	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170362615	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170362553	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170362535	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170362101	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170362090	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170361495	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170361441	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170361265	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170360511	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170360348	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170360296	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170360155	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170360151	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170359973	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170359870	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170359790	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170359633	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170359495	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170359476	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170359469	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170359414	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170359143	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170359004	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170358968	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170358946	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170358725	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170358294	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170358233	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170357897	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170357248	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170357128	PRESERVED_SPECIMEN	PRESENT	26.439194	-108.560611
4170356768	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170356551	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170356388	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170356353	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170356314	HUMAN_OBSERVATION	PRESENT	27.417111	-108.546889
4170356277	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170356150	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170355803	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170355514	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170355445	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170355315	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170355076	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170354886	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170354854	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170354849	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170354686	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170354616	HUMAN_OBSERVATION	PRESENT	27.417111	-108.546889
4170354260	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170354199	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170354163	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170353854	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170353769	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170353735	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170353682	HUMAN_OBSERVATION	PRESENT	27.417111	-108.546889
4170353638	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170353255	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170353130	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170353095	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170353037	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170353030	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170352649	HUMAN_OBSERVATION	PRESENT	27.417111	-108.546889
4170352312	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170352309	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170352139	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170351888	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170351793	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170351696	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170351672	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170351616	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170351611	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170351481	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170351387	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170351196	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170350799	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170350634	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170350577	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170350078	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170350076	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170349945	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170349762	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170349655	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170349600	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170349500	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170349340	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170349288	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170349232	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170348828	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170348296	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170348184	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170348165	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170348112	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170347911	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170347827	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170347601	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170347458	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170347455	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170347332	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170347145	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170346998	PRESERVED_SPECIMEN	PRESENT	26.439194	-108.560611
4170346854	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170346717	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170346715	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170346657	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170345951	HUMAN_OBSERVATION	PRESENT	26.950444	-108.578278
4170345817	HUMAN_OBSERVATION	PRESENT	27.417111	-108.546889
4170345779	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170345439	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170345259	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170345147	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170344950	HUMAN_OBSERVATION	PRESENT	27.13175	-108.636361
4170344920	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170344842	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170344837	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170344784	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170344710	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170344379	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170344296	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170344260	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170344172	HUMAN_OBSERVATION	PRESENT	27.384528	-108.539194
4170344024	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170343847	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170343726	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170343554	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170342829	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170342751	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170342736	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170342669	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170342148	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170341889	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170341775	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170341709	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170341634	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170341401	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170341399	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170341391	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277680	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277679	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277678	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277677	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277676	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277675	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277674	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277668	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277665	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277664	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277655	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277654	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277653	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277652	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277650	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277648	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277647	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277646	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277643	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277642	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277629	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277620	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277619	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277618	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277617	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277615	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277612	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277610	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277609	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277607	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277606	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277598	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277597	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277596	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277595	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277594	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277593	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277588	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277587	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277586	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277585	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277582	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277580	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277578	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277575	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277574	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277573	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277572	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277543	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277542	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277541	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277540	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277539	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277538	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277536	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277534	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277533	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277531	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277512	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277511	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277508	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277507	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277504	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277501	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277499	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277498	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277497	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277496	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277495	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277494	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277493	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277485	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277472	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277471	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277461	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277460	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277459	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277457	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277456	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277455	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277454	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277453	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277446	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277445	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277444	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277432	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277431	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277430	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277429	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277428	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277427	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277260	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277259	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277258	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277257	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277254	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277249	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277247	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277246	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277244	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277240	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277239	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277237	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277234	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277232	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277228	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277226	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277225	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277223	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277176	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277175	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277174	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277173	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277172	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277171	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277169	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277167	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277166	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277158	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277155	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277154	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277153	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277152	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277151	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277150	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277149	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277148	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277147	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277136	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277132	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277131	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277129	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277126	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277125	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277124	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277120	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277119	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277117	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277097	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277094	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277093	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277091	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277090	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277088	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
4170277084	PRESERVED_SPECIMEN	PRESENT	26.317556	-108.755
